"jumperSurname","jumperName","compName","compCountry","compDate","compKPoint","jumpSeries","jumperCountry","compRankPlace","jumpSpeed","jumpDistance","jumpPoints","jumpJudgeAPoints","jumpJudgeBPoints","jumpJudgeCPoints","jumpJudgeDPoints","jumpJudgeEPoints","jumpJudgeTotalPoints","jumpGate","JumpGatePoints","jumpWind","jumpWindPoints","jumpTotalPoints","jumpRankPosition","compTotalPoints","classPoints","classPrize","jumperDateOfBirth"
"DIETHART","THOMAS","Engelberg","Switzerland",2013-12-21,125,2,"AUT",4,93.5,35.5,78.9,19,19,18.5,19,18.5,56.5,17,-7.3,-0.97,11.6,139.7,3,268,50,5000,1992-02-25
"FANNEMEL","ANDERS","Engelberg","Switzerland",2013-12-21,125,1,"NOR",10,91.9,129.5,68.1,18,18.5,18.5,18,18,54.5,13,0,-0.2,2.4,125,10,125,NA,NA,1991-05-13
"FANNEMEL","ANDERS","Engelberg","Switzerland",2013-12-21,125,2,"NOR",10,93.5,34,76.2,18.5,18.5,18.5,18,18.5,55.5,17,-7.3,-0.64,7.7,132.1,9,257.1,26,2600,1991-05-13
"FREUND","SEVERIN","Engelberg","Switzerland",2013-12-21,125,1,"GER",48,92.6,126.5,62.7,10.5,11,11,11,10.5,32.5,13,0,-0.5,6,101.2,48,101.2,NA,NA,1988-05-11
"GEIGER","KARL","Engelberg","Switzerland",2013-12-21,125,1,"GER",30,92.8,126,61.8,17.5,17.5,17.5,18.5,18,53,13,0,-0.2,2.4,117.2,30,117.2,NA,NA,1993-02-11
"GEIGER","KARL","Engelberg","Switzerland",2013-12-21,125,2,"GER",28,93.3,21,52.8,18,17.5,17.5,18,17.5,53,15,0,-0.99,11.9,117.7,24,234.9,3,300,1993-02-11
"GRIGOLI","MARCO","Engelberg","Switzerland",2013-12-21,125,1,"SUI",42,91.9,119.5,50.1,17,17.5,18,17.5,18,53,13,0,-0.45,5.4,108.5,42,108.5,NA,NA,1991-04-27
"HAJEK","ANTONIN","Engelberg","Switzerland",2013-12-21,125,1,"CZE",33,92,125,60,17.5,17.5,18.5,18,18,53.5,13,0,-0.2,2.4,115.9,33,115.9,NA,NA,1987-02-12
"HILDE","TOM","Engelberg","Switzerland",2013-12-21,125,1,"NOR",23,91.8,126,61.8,18.5,18,18.5,18.5,18.5,55.5,13,0,-0.17,2,119.3,23,119.3,NA,NA,1987-09-22
"HILDE","TOM","Engelberg","Switzerland",2013-12-21,125,2,"NOR",19,92.8,23,56.4,17.5,17.5,17,18,18,53,15,0,-0.85,10.2,119.6,19,238.9,12,1200,1987-09-22
"HLAVA","LUKAS","Engelberg","Switzerland",2013-12-21,125,1,"CZE",43,92.3,122,54.6,17,17,17.5,17.5,16.5,51.5,13,0,-0.19,2.3,108.4,43,108.4,NA,NA,1984-09-10
"HVALA","JAKA","Engelberg","Switzerland",2013-12-21,125,1,"SLO",22,92.4,127,63.6,17.5,18,17.5,18,18,53.5,13,0,-0.22,2.6,119.7,22,119.7,NA,NA,1993-07-15
"HVALA","JAKA","Engelberg","Switzerland",2013-12-21,125,2,"SLO",20,93.2,20.5,51.9,17.5,17.5,17.5,18,18,53,15,0,-1.17,14,118.9,21,238.6,11,1100,1993-07-15
"INGVALDSEN","OLE MARIUS","Engelberg","Switzerland",2013-12-21,125,1,"NOR",6,92,129.5,68.1,17.5,18,17.5,18,18,53.5,13,0,-0.54,6.5,128.1,6,128.1,NA,NA,1985-10-02
"INGVALDSEN","OLE MARIUS","Engelberg","Switzerland",2013-12-21,125,2,"NOR",9,93,32,72.6,18.5,18.5,19,18.5,19,56,17,-7.3,-0.75,9,130.3,2,258.4,29,2900,1985-10-02
"JANDA","JAKUB","Engelberg","Switzerland",2013-12-21,125,1,"CZE",3,92.1,129.5,68.1,18,18.5,19,18,18.5,55,13,0,-0.56,6.7,129.8,3,129.8,NA,NA,1978-04-27
"JANDA","JAKUB","Engelberg","Switzerland",2013-12-21,125,2,"CZE",5,93.4,31.5,71.7,18.5,19,19,18.5,19,56.5,17,-7.3,-0.92,11,131.9,0,261.7,45,4500,1978-04-27
"JOHANSSON","ROBERT","Engelberg","Switzerland",2013-12-21,125,1,"NOR",41,92.3,120.5,51.9,17.5,17,17.5,18,17,52,13,0,-0.39,4.7,108.6,41,108.6,NA,NA,1990-03-23
"JUSTIN","ROK","Engelberg","Switzerland",2013-12-21,125,1,"SLO",12,92.5,128.5,66.3,18,18.5,17.5,18,19,54.5,13,0,-0.22,2.6,123.4,12,123.4,NA,NA,1993-04-06
"JUSTIN","ROK","Engelberg","Switzerland",2013-12-21,125,2,"SLO",16,93.9,29.5,68.1,18,18.5,18.5,18,18.5,55,17,-7.3,-0.64,7.7,123.5,15,246.9,15,1450,1993-04-06
"KAELIN","PASCAL","Engelberg","Switzerland",2013-12-21,125,1,"SUI",15,92.1,128,65.4,18,18,17.5,18,18.5,54,13,0,-0.18,2.2,121.6,15,121.6,NA,NA,1993-01-11
"KAELIN","PASCAL","Engelberg","Switzerland",2013-12-21,125,2,"SUI",30,93.5,10.5,33.9,17,16.5,17,17,17,51,17,-7.3,-1.31,15.7,93.3,30,214.9,1,100,1993-01-11
"KOCH","MARTIN","Engelberg","Switzerland",2013-12-21,125,1,"AUT",40,92.9,121,52.8,17.5,17,17,17.5,17,51.5,13,0,-0.37,4.4,108.7,40,108.7,NA,NA,1982-01-22
"KOFLER","ANDREAS","Engelberg","Switzerland",2013-12-21,125,1,"AUT",14,92.6,125.5,60.9,18.5,18.5,18.5,18.5,18,55.5,13,0,-0.51,6.1,122.5,14,122.5,NA,NA,1984-05-17
"KOFLER","ANDREAS","Engelberg","Switzerland",2013-12-21,125,2,"AUT",14,93.9,27,63.6,18.5,18.5,18.5,19,19,56,17,-7.3,-1.12,13.4,125.7,14,248.2,18,1800,1984-05-17
"KORNILOV","DENIS","Engelberg","Switzerland",2013-12-21,125,1,"RUS",35,92.1,124,58.2,17.5,17.5,17,17.5,17,52,13,0,-0.32,3.8,114,35,114,NA,NA,1986-08-17
"KOT","MACIEJ","Engelberg","Switzerland",2013-12-21,125,1,"POL",19,92.4,126,61.8,17.5,17.5,17.5,18,18,53,13,0,-0.42,5,119.8,19,119.8,NA,NA,1991-06-09
"KOT","MACIEJ","Engelberg","Switzerland",2013-12-21,125,2,"POL",21,93,20,51,17.5,17.5,17,18,17.5,52.5,15,0,-1.27,15.2,118.7,22,238.5,10,1000,1991-06-09
"KRAFT","STEFAN","Engelberg","Switzerland",2013-12-21,125,1,"AUT",16,92.4,127.5,64.5,18,18,18,18.5,18.5,54.5,13,0,-0.2,2.4,121.4,16,121.4,NA,NA,1993-05-13
"KRAFT","STEFAN","Engelberg","Switzerland",2013-12-21,125,2,"AUT",12,93.8,29,67.2,18,18.5,18,18,18,54,17,-7.3,-1.34,16.1,130,13,251.4,22,2200,1993-05-13
"KRANJEC","ROBERT","Engelberg","Switzerland",2013-12-21,125,1,"SLO",19,92.3,125,60,18,18,17.5,18.5,18,54,13,0,-0.48,5.8,119.8,19,119.8,NA,NA,1981-07-16
"KRANJEC","ROBERT","Engelberg","Switzerland",2013-12-21,125,2,"SLO",22,93.2,17.5,46.5,17.5,17.5,17.5,18,17.5,52.5,15,0,-1.62,19.4,118.4,23,238.2,9,900,1981-07-16
"KRAUS","MARINUS","Engelberg","Switzerland",2013-12-21,125,1,"GER",34,92.2,122.5,55.5,18,17,17.5,17.5,17.5,52.5,13,0,-0.54,6.5,114.5,34,114.5,NA,NA,1991-02-13
"KUBACKI","DAWID","Engelberg","Switzerland",2013-12-21,125,1,"POL",25,92.7,125,60,17.5,17.5,17.5,18,16.5,52.5,13,0,-0.53,6.4,118.9,25,118.9,NA,NA,1990-03-12
"KUBACKI","DAWID","Engelberg","Switzerland",2013-12-21,125,2,"POL",17,93.2,25.5,60.9,17.5,18,17.5,18,18.5,53.5,15,0,-0.75,9,123.4,16,242.3,14,1400,1990-03-12
"LAMY","CHAPPUIS RONAN","Engelberg","Switzerland",2013-12-21,125,1,"FRA",49,92.3,116.5,44.7,17,17,17,17.5,17.5,51.5,13,0,-0.19,2.3,98.5,49,98.5,NA,NA,1993-09-10
"LOITZL","WOLFGANG","Engelberg","Switzerland",2013-12-21,125,1,"AUT",9,93,129.5,68.1,18,19,18.5,18,18.5,55,13,0,-0.3,3.6,126.7,9,126.7,NA,NA,1980-01-13
"LOITZL","WOLFGANG","Engelberg","Switzerland",2013-12-21,125,2,"AUT",8,94.2,33.5,75.3,19,19,19,18.5,19,57,17,-7.3,-0.64,7.7,132.7,7,259.4,32,3200,1980-01-13
"MATURA","JAN","Engelberg","Switzerland",2013-12-21,125,1,"CZE",37,91.8,123,56.4,18,17.5,17,18,17.5,53,13,0,-0.19,2.3,111.7,37,111.7,NA,NA,1980-01-29
"MURANKA","KLEMENS","Engelberg","Switzerland",2013-12-21,125,1,"POL",8,91.8,130,69,18,18,18.5,18.5,18.5,55,13,0,-0.29,3.5,127.5,8,127.5,NA,NA,1994-08-31
"MURANKA","KLEMENS","Engelberg","Switzerland",2013-12-21,125,2,"POL",7,93.2,34,76.2,18.5,18.5,18.5,19,18.5,55.5,17,-7.3,-0.71,8.5,132.9,6,260.4,36,3600,1994-08-31
"NAGLIC","TOMAZ","Engelberg","Switzerland",2013-12-21,125,1,"SLO",13,92.3,128.5,66.3,18,18.5,18,18,18.5,54.5,13,0,-0.19,2.3,123.1,13,123.1,NA,NA,1989-07-18
"NAGLIC","TOMAZ","Engelberg","Switzerland",2013-12-21,125,2,"SLO",26,93.7,25.5,60.9,17,17.5,17,17,17.5,51.5,17,-7.3,-0.65,7.8,112.9,29,236,5,500,1989-07-18
"NEUMAYER","MICHAEL","Engelberg","Switzerland",2013-12-21,125,1,"GER",32,92.7,125.5,60.9,17.5,16.5,17,17.5,17,51.5,13,0,-0.31,3.7,116.1,32,116.1,NA,NA,1979-01-15
"PASCHKE","PIUS","Engelberg","Switzerland",2013-12-21,125,1,"GER",47,92.2,122,54.6,17,16.5,17,17.5,17,51,13,0,-0.14,1.7,107.3,47,107.3,NA,NA,1990-05-20
"PREVC","PETER","Engelberg","Switzerland",2013-12-21,125,1,"SLO",11,92.4,128,65.4,17.5,17.5,18,18,18.5,53.5,13,0,-0.47,5.6,124.5,11,124.5,NA,NA,1992-09-20
"PREVC","PETER","Engelberg","Switzerland",2013-12-21,125,2,"SLO",15,93.5,28.5,66.3,17.5,18.5,18.5,18.5,18,55,17,-7.3,-0.71,8.5,122.5,17,247,16,1600,1992-09-20
"ROSLIAKOV","ILJA","Engelberg","Switzerland",2013-12-21,125,1,"RUS",50,92.5,114.5,41.1,17,16.5,17,17.5,17.5,51.5,13,0,0.04,-0.4,92.2,50,92.2,NA,NA,1983-02-18
"SCHLIERENZAUER","GREGOR","Engelberg","Switzerland",2013-12-21,125,1,"AUT",18,92.4,124.5,59.1,18,18,18.5,18.5,18,54.5,13,0,-0.53,6.4,120,18,120,NA,NA,1990-01-07
"SCHLIERENZAUER","GREGOR","Engelberg","Switzerland",2013-12-21,125,2,"AUT",27,93.1,18,47.4,17.5,18,17,17.5,17.5,52.5,15,0,-1.29,15.5,115.4,28,235.4,4,400,1990-01-07
"SEDLAK","BOREK","Engelberg","Switzerland",2013-12-21,125,1,"CZE",44,92.1,120.5,51.9,16.5,17,17,18,17,51,13,0,-0.41,4.9,107.8,44,107.8,NA,NA,1981-06-15
"STOCH","KAMIL","Engelberg","Switzerland",2013-12-21,125,1,"POL",7,92.1,129,67.2,18,19,18.5,18.5,18.5,55.5,13,0,-0.44,5.3,128,7,128,NA,NA,1987-05-25
"STOCH","KAMIL","Engelberg","Switzerland",2013-12-21,125,2,"POL",2,93.4,137.5,82.5,19,19,19.5,19,19,57,17,-7.3,-0.75,9,141.2,1,269.2,80,8000,1987-05-25
"TEPES","JURIJ","Engelberg","Switzerland",2013-12-21,125,1,"SLO",26,92.6,125,60,18,18,18,18,17.5,54,13,0,-0.38,4.6,118.6,26,118.6,NA,NA,1989-02-14
"TEPES","JURIJ","Engelberg","Switzerland",2013-12-21,125,2,"SLO",29,93.3,22,54.6,18,18,18,18,18,54,15,0,-0.63,7.6,116.2,27,234.8,2,200,1989-02-14
"VELTA","RUNE","Engelberg","Switzerland",2013-12-21,125,1,"NOR",31,92,123.5,57.3,18,18,18,18,17.5,54,13,0,-0.46,5.5,116.8,31,116.8,NA,NA,1989-07-19
"WANK","ANDREAS","Engelberg","Switzerland",2013-12-21,125,1,"GER",23,92.6,125,60,17.5,18,18,18,18,54,13,0,-0.44,5.3,119.3,23,119.3,NA,NA,1988-02-18
"WANK","ANDREAS","Engelberg","Switzerland",2013-12-21,125,2,"GER",13,93.2,28,65.4,18,18,17.5,18,18,54,15,0,-1.01,12.1,131.5,11,250.8,20,2000,1988-02-18
"WELLINGER","ANDREAS","Engelberg","Switzerland",2013-12-21,125,1,"GER",19,92.6,125,60,18,18,17.5,18,18,54,13,0,-0.48,5.8,119.8,19,119.8,NA,NA,1995-08-28
"WELLINGER","ANDREAS","Engelberg","Switzerland",2013-12-21,125,2,"GER",25,93.4,20,51,17.5,16.5,16.5,17,17.5,51,15,0,-1.26,15.1,117.1,25,236.9,6,600,1995-08-28
"ZIOBRO","JAN","Engelberg","Switzerland",2013-12-21,125,1,"POL",1,92.2,134,76.2,17.5,16.5,16.5,17,17.5,51,13,0,-0.64,7.7,134.9,1,134.9,NA,NA,1991-06-24
"ZIOBRO","JAN","Engelberg","Switzerland",2013-12-21,125,2,"POL",1,93.6,41,88.8,17,17,16.5,16.5,17,50.5,17,-7.3,-0.71,8.5,140.5,2,275.4,100,10000,1991-06-24
"ZYLA","PIOTR","Engelberg","Switzerland",2013-12-21,125,1,"POL",4,91.8,130.5,69.9,18.5,18.5,18.5,18.5,18.5,55.5,13,0,-0.31,3.7,129.1,4,129.1,NA,NA,1987-01-16
"ZYLA","PIOTR","Engelberg","Switzerland",2013-12-21,125,2,"POL",6,93.2,131.5,71.7,18,18,18,18,18,54,17,-7.3,-1.15,13.8,132.2,8,261.3,40,4000,1987-01-16
"AHONEN","JANNE","Engelberg","Switzerland",2013-12-22,125,1,"FIN",26,93.4,124.5,59.1,16.5,17,17.5,17,18.5,51.5,15,0,-0.67,8,118.6,26,118.6,NA,NA,1977-05-11
"AHONEN","JANNE","Engelberg","Switzerland",2013-12-22,125,2,"FIN",29,93.7,16.5,44.7,17,18,17.5,17.5,17.5,52.5,16,0,-1.51,18.1,115.3,28,233.9,2,200,1977-05-11
"AMMANN","SIMON","Engelberg","Switzerland",2013-12-22,125,2,"SUI",17,93.7,22.5,55.5,17.5,17,18,17,18.5,52.5,16,0,-1.04,12.5,120.5,20,253,14,1350,1981-06-25
"AMMANN","SIMON","Engelberg","Switzerland",2013-12-22,125,1,"SUI",6,93.3,131.5,71.7,18.5,18.5,19,18.5,19,56,15,0,-0.4,4.8,132.5,6,132.5,NA,NA,1981-06-25
"ASIKAINEN","LAURI","Engelberg","Switzerland",2013-12-22,125,1,"FIN",36,92.7,118.5,48.3,17,17,17.5,17.5,17,51.5,15,0,-1.09,13.1,112.9,36,112.9,NA,NA,1989-05-28
"BARDAL","ANDERS","Engelberg","Switzerland",2013-12-22,125,1,"NOR",5,93.2,132,72.6,19,19,18.5,18.5,18.5,56,15,0,-0.43,5.2,133.8,5,133.8,NA,NA,1982-08-24
"BARDAL","ANDERS","Engelberg","Switzerland",2013-12-22,125,2,"NOR",5,93.5,29,67.2,18.5,19,18.5,18.5,18.5,55.5,16,0,-0.92,11,133.7,7,267.5,45,4500,1982-08-24
"BOYD-CLOWES","MACKENZIE","Engelberg","Switzerland",2013-12-22,125,1,"CAN",29,92.9,120,51,17.5,17.5,17.5,17.5,17.5,52.5,15,0,-1.23,14.7,118.2,29,118.2,NA,NA,1991-07-13
"BOYD-CLOWES","MACKENZIE","Engelberg","Switzerland",2013-12-22,125,2,"CAN",25,93.2,23,56.4,17.5,18,17.5,18.5,17.5,53,16,0,0,0,119,23,237.2,6,600,1991-07-13
"BRESADOLA","DAVIDE","Engelberg","Switzerland",2013-12-22,125,1,"ITA",42,92.8,116.5,44.7,17,17.5,17.5,17.5,18,52.5,15,0,-0.79,9.5,106.7,42,106.7,NA,NA,1988-09-10
"CIKL","MARTIN","Engelberg","Switzerland",2013-12-22,125,1,"CZE",48,93,112,36.6,16.5,17.5,17.5,17,17,51.5,15,0,-1.03,12.3,100.4,48,100.4,NA,NA,1987-08-17
"COLLOREDO","SEBASTIAN","Engelberg","Switzerland",2013-12-22,125,1,"ITA",45,92.6,111.5,35.7,17,17.5,18,17.5,17.5,52.5,15,0,-1.32,15.8,104,45,104,NA,NA,1987-09-09
"DELLASEGA","ROBERTO","Engelberg","Switzerland",2013-12-22,125,2,"ITA",21,93.5,25.5,60.9,18,18,18,18,17.5,54,16,0,-0.63,7.6,122.5,19,245.7,10,1000,1990-06-15
"DELLASEGA","ROBERTO","Engelberg","Switzerland",2013-12-22,125,1,"ITA",21,93.3,122.5,55.5,17,18,18,17,17.5,52.5,15,0,-1.27,15.2,123.2,21,123.2,NA,NA,1990-06-15
"DESCHWANDEN","GREGOR","Engelberg","Switzerland",2013-12-22,125,1,"SUI",30,92.5,123,56.4,17.5,17.5,18,17.5,18,53,15,0,-0.67,8,117.4,30,117.4,NA,NA,1991-02-27
"DESCHWANDEN","GREGOR","Engelberg","Switzerland",2013-12-22,125,2,"SUI",27,93,23.5,57.3,17,17,17,17.5,17.5,51.5,16,0,-0.7,8.4,117.2,26,234.6,4,400,1991-02-27
"DESCOMBES","SEVOIE VINCENT","Engelberg","Switzerland",2013-12-22,125,1,"FRA",39,93,117.5,46.5,17,17,17,17.5,17,51,15,0,-1.06,12.7,110.2,39,110.2,NA,NA,1984-01-09
"DIETHART","THOMAS","Engelberg","Switzerland",2013-12-22,125,1,"AUT",10,93,127.5,64.5,18.5,18.5,18.5,18.5,18.5,55.5,15,0,-0.87,10.4,130.4,10,130.4,NA,NA,1992-02-25
"DIETHART","THOMAS","Engelberg","Switzerland",2013-12-22,125,2,"AUT",6,93.4,128,65.4,19,19,19,18.5,18.5,56.5,16,0,-0.99,11.9,133.8,6,264.2,40,4000,1992-02-25
"EGLOFF","PASCAL","Engelberg","Switzerland",2013-12-22,125,1,"SUI",47,93.1,112.5,37.5,17,17.5,17,17,17,51,15,0,-1.03,12.3,100.8,47,100.8,NA,NA,1992-08-08
"FANNEMEL","ANDERS","Engelberg","Switzerland",2013-12-22,125,1,"NOR",14,92.7,129,67.2,18,18,18,18.5,18.5,54.5,15,0,-0.44,5.3,127,14,127,NA,NA,1991-05-13
"FANNEMEL","ANDERS","Engelberg","Switzerland",2013-12-22,125,2,"NOR",7,93,30,69,18.5,18,18.5,18.5,18,55,16,0,-0.97,11.6,135.6,3,262.6,36,3600,1991-05-13
"FREUND","SEVERIN","Engelberg","Switzerland",2013-12-22,125,1,"GER",7,93.1,131.5,71.7,18,18,18,17.5,18,54,15,0,-0.53,6.4,132.1,7,132.1,NA,NA,1988-05-11
"FREUND","SEVERIN","Engelberg","Switzerland",2013-12-22,125,2,"GER",20,93.6,21,52.8,18,18,18,18.5,17.5,54,16,0,-1.06,12.7,119.5,22,251.6,11,1100,1988-05-11
"GEIGER","KARL","Engelberg","Switzerland",2013-12-22,125,1,"GER",32,93.5,120.5,51.9,17,17.5,17.5,17.5,17.5,52.5,15,0,-0.97,11.6,116,32,116,NA,NA,1993-02-11
"HAJEK","ANTONIN","Engelberg","Switzerland",2013-12-22,125,1,"CZE",38,93,115.5,42.9,17,17.5,17.5,17,17,51.5,15,0,-1.33,15.9,110.3,38,110.3,NA,NA,1987-02-12
"HAZETDINOV","ILMIR","Engelberg","Switzerland",2013-12-22,125,1,"RUS",31,93.5,119.5,50.1,17.5,17.5,17.5,17.5,17.5,52.5,15,0,-1.19,14.3,116.9,31,116.9,NA,NA,1991-10-28
"HILDE","TOM","Engelberg","Switzerland",2013-12-22,125,1,"NOR",26,92.8,123,56.4,18,18,18.5,18,18,54,15,0,-0.68,8.2,118.6,26,118.6,NA,NA,1987-09-22
"HILDE","TOM","Engelberg","Switzerland",2013-12-22,125,2,"NOR",30,93.1,12.5,37.5,15.5,16,16,17,16.5,48.5,16,0,-1.45,17.4,103.4,30,222,1,100,1987-09-22
"HLAVA","LUKAS","Engelberg","Switzerland",2013-12-22,125,1,"CZE",43,92.8,114.5,41.1,16.5,16.5,17.5,17,17,50.5,15,0,-1.23,14.7,106.3,43,106.3,NA,NA,1984-09-10
"HVALA","JAKA","Engelberg","Switzerland",2013-12-22,125,1,"SLO",19,93.1,126.5,62.7,18,18,18,18,18,54,15,0,-0.73,8.8,125.5,19,125.5,NA,NA,1993-07-15
"HVALA","JAKA","Engelberg","Switzerland",2013-12-22,125,2,"SLO",12,93.3,30,69,18,18,18,18,18,54,16,0,0,0,132.8,9,258.3,22,2200,1993-07-15
"INGVALDSEN","OLE MARIUS","Engelberg","Switzerland",2013-12-22,125,1,"NOR",25,92.5,125,60,18,18,18,17.5,18,54,15,0,-0.41,4.9,118.9,25,118.9,NA,NA,1985-10-02
"INGVALDSEN","OLE MARIUS","Engelberg","Switzerland",2013-12-22,125,2,"NOR",28,93,20.5,51.9,17.5,17.5,17.5,18,17.5,52.5,16,0,0.92,11,115.4,27,234.3,3,300,1985-10-02
"JANDA","JAKUB","Engelberg","Switzerland",2013-12-22,125,1,"CZE",17,92.7,128,65.4,19,18.5,18.5,18.5,19,56,15,0,-0.41,4.9,126.3,17,126.3,NA,NA,1978-04-27
"JANDA","JAKUB","Engelberg","Switzerland",2013-12-22,125,2,"CZE",15,92.8,25.5,60.9,18.5,18.5,18,18.5,18.5,55.5,16,0,-0.89,10.7,127.1,15,253.4,16,1525,1978-04-27
"JOHANSSON","ROBERT","Engelberg","Switzerland",2013-12-22,125,1,"NOR",46,93.1,114,40.2,17.5,17.5,18,17.5,17.5,52.5,15,0,-0.87,10.4,103.1,46,103.1,NA,NA,1990-03-23
"JUSTIN","ROK","Engelberg","Switzerland",2013-12-22,125,1,"SLO",33,93.3,120,51,18,18,17.5,17.5,18,53.5,15,0,-0.95,11.4,115.9,33,115.9,NA,NA,1993-04-06
"KOCH","MARTIN","Engelberg","Switzerland",2013-12-22,125,1,"AUT",49,93.6,110,33,16.5,16.5,17.5,17,17,50.5,15,0,-1.1,13.2,96.7,49,96.7,NA,NA,1982-01-22
"KOFLER","ANDREAS","Engelberg","Switzerland",2013-12-22,125,1,"AUT",8,93.1,133,74.4,18.5,18.5,18.5,18.5,18.5,55.5,15,0,-0.14,1.7,131.6,8,131.6,NA,NA,1984-05-17
"KOFLER","ANDREAS","Engelberg","Switzerland",2013-12-22,125,2,"AUT",14,93.5,24.5,59.1,17,17.5,17.5,16.5,17,51.5,16,0,-1.01,12.1,122.7,18,254.3,18,1800,1984-05-17
"KORNILOV","DENIS","Engelberg","Switzerland",2013-12-22,125,1,"RUS",22,93.1,120,51,17.5,17.5,17.5,18,17.5,52.5,15,0,-1.56,18.7,122.2,22,122.2,NA,NA,1986-08-17
"KORNILOV","DENIS","Engelberg","Switzerland",2013-12-22,125,2,"RUS",15,93.4,31,70.8,17.5,17,17.5,17,17.5,52,16,0,0,0,131.2,12,253.4,16,1525,1986-08-17
"KOT","MACIEJ","Engelberg","Switzerland",2013-12-22,125,1,"POL",18,93.1,124.5,59.1,18,18,18,18,18,54,15,0,-1.06,12.7,125.8,18,125.8,NA,NA,1991-06-09
"KOT","MACIEJ","Engelberg","Switzerland",2013-12-22,125,2,"POL",19,93.5,25.5,60.9,17.5,18,18,18,18.5,54,16,0,-1.01,12.1,127,16,252.8,12,1200,1991-06-09
"KRAFT","STEFAN","Engelberg","Switzerland",2013-12-22,125,1,"AUT",20,93,128.5,66.3,18.5,18,18,18,18,54,15,0,-0.27,3.2,123.5,20,123.5,NA,NA,1993-05-13
"KRAFT","STEFAN","Engelberg","Switzerland",2013-12-22,125,2,"AUT",13,93.1,30,69,18.5,18.5,18,18.5,18.5,55.5,16,0,0,0,133.4,8,256.9,20,2000,1993-05-13
"KRANJEC","ROBERT","Engelberg","Switzerland",2013-12-22,125,1,"SLO",35,93.1,119.5,50.1,17.5,17.5,18,18,17.5,53,15,0,-0.88,10.5,113.6,35,113.6,NA,NA,1981-07-16
"KRAUS","MARINUS","Engelberg","Switzerland",2013-12-22,125,1,"GER",34,92.8,122.5,55.5,17.5,18,17.5,18,17.5,53,15,0,-0.46,5.5,114,34,114,NA,NA,1991-02-13
"KUBACKI","DAWID","Engelberg","Switzerland",2013-12-22,125,1,"POL",11,93.5,132,72.6,19,18.5,18.5,18.5,18.5,55.5,15,0,-0.13,1.6,129.7,11,129.7,NA,NA,1990-03-12
"KUBACKI","DAWID","Engelberg","Switzerland",2013-12-22,125,2,"POL",17,93.6,22.5,55.5,18,17.5,18,17,18,53.5,16,0,-1.19,14.3,123.3,17,253,14,1350,1990-03-12
"LAMY","CHAPPUIS RONAN","Engelberg","Switzerland",2013-12-22,125,1,"FRA",40,93,114.5,41.1,17,17.5,17.5,17,17,51.5,15,0,-1.24,14.9,107.5,40,107.5,NA,NA,1993-09-10
"LOITZL","WOLFGANG","Engelberg","Switzerland",2013-12-22,125,1,"AUT",4,93.5,132,72.6,19.5,19,18.5,18.5,19,56.5,15,0,-0.42,5,134.1,4,134.1,NA,NA,1980-01-13
"LOITZL","WOLFGANG","Engelberg","Switzerland",2013-12-22,125,2,"AUT",9,93.8,26,61.8,18,18.5,18.5,18,18.5,55,16,0,-0.94,11.3,128.1,4,262.2,29,2900,1980-01-13
"MATURA","JAN","Engelberg","Switzerland",2013-12-22,125,1,"CZE",9,92.8,125.5,60.9,18.5,17.5,18.5,17.5,18.5,54.5,15,0,-1.28,15.3,130.7,9,130.7,NA,NA,1980-01-29
"MATURA","JAN","Engelberg","Switzerland",2013-12-22,125,2,"CZE",22,92.9,19.5,50.1,17,17,17.5,17,17.5,51.5,16,0,0.97,11.6,113.2,29,243.9,9,900,1980-01-29
"MUOTKA","OLLI","Engelberg","Switzerland",2013-12-22,125,1,"FIN",44,92.7,117,45.6,16,16.5,17.5,16.5,16.5,49.5,15,0,-0.81,9.7,104.8,44,104.8,NA,NA,1988-07-14
"MURANKA","KLEMENS","Engelberg","Switzerland",2013-12-22,125,1,"POL",24,92.6,124,58.2,17.5,18,17.5,17.5,18.5,53,15,0,-0.8,9.6,120.8,24,120.8,NA,NA,1994-08-31
"MURANKA","KLEMENS","Engelberg","Switzerland",2013-12-22,125,2,"POL",24,92.9,24,58.2,18,18,18,18,17.5,54,16,0,0,0,118.8,24,239.6,7,700,1994-08-31
"NAGLIC","TOMAZ","Engelberg","Switzerland",2013-12-22,125,1,"SLO",28,93,120,51,17,17.5,17.5,18,17.5,52.5,15,0,-1.24,14.9,118.4,28,118.4,NA,NA,1989-07-18
"NAGLIC","TOMAZ","Engelberg","Switzerland",2013-12-22,125,2,"SLO",26,93.4,19.5,50.1,17,17.5,17.5,17.5,17,52,16,0,1.31,15.7,117.8,25,236.2,5,500,1989-07-18
"NEUMAYER","MICHAEL","Engelberg","Switzerland",2013-12-22,125,1,"GER",23,93.3,126,61.8,17,18,17.5,17.5,17.5,52.5,15,0,-0.63,7.6,121.9,23,121.9,NA,NA,1979-01-15
"NEUMAYER","MICHAEL","Engelberg","Switzerland",2013-12-22,125,2,"GER",23,93.6,25,60,17.5,17.5,17.5,17.5,17.5,52.5,16,0,-0.67,8,120.5,20,242.4,8,800,1979-01-15
"PASCHKE","PIUS","Engelberg","Switzerland",2013-12-22,125,1,"GER",41,92.9,114,40.2,17,17.5,18,17.5,17.5,52.5,15,0,-1.19,14.3,107,41,107,NA,NA,1990-05-20
